data_split,dialogue_id,original_id,speaker,utterance,emotion
validation,dailydialog-validation-385,validation-385,user,"Well, not fully automated.",no emotion
validation,dailydialog-validation-385,validation-385,system,I see. How do you control the quality?,no emotion
validation,dailydialog-validation-385,validation-385,user,All products have to go through five checks in the whole manufacturing process.,no emotion
validation,dailydialog-validation-385,validation-385,system,What's the monthly output?,no emotion
validation,dailydialog-validation-385,validation-385,user,"One thousand units per month now. But we'll be making 1,200 units beginning with October.",no emotion
validation,dailydialog-validation-385,validation-385,system,What's your usual percentage of rejects?,no emotion
validation,dailydialog-validation-385,validation-385,user,About 2% in normal operations.,no emotion
validation,dailydialog-validation-385,validation-385,system,That's wonderful. Is that where the finished products come off?,no emotion
validation,dailydialog-validation-385,validation-385,user,Yes. Shall we take a break now?,no emotion
validation,dailydialog-validation-386,validation-386,user,Excuse me. May I take you a picture?,no emotion
validation,dailydialog-validation-386,validation-386,system,With pleasure.,no emotion
validation,dailydialog-validation-386,validation-386,user,Thanks you. Shall we stand a bit further? I would like to take the tower in.,no emotion
validation,dailydialog-validation-386,validation-386,system,No problem.,no emotion
validation,dailydialog-validation-386,validation-386,user,That's OK. If you want the photo I will mail it to you.,no emotion
validation,dailydialog-validation-386,validation-386,system,"No need, sir.",no emotion
validation,dailydialog-validation-387,validation-387,user,Hello. This is the Directory Assistance. Can I help you?,no emotion
validation,dailydialog-validation-387,validation-387,system,Can you give me the number for Jessica Hanson on locks Ave?,no emotion
validation,dailydialog-validation-387,validation-387,user,I'm sorry. There is no listing under that name. Are you sure of the name?,no emotion
validation,dailydialog-validation-387,validation-387,system,"Yes, I'm pretty sure.",no emotion
validation,dailydialog-validation-387,validation-387,user,Do you have her address?,no emotion
validation,dailydialog-validation-387,validation-387,system,"Yes, I do. It's 109 Locks Ave, L8V 4N9.",no emotion
validation,dailydialog-validation-387,validation-387,user,"That's an unlisted number. I'm sorry, but I can't give it to you.",no emotion
validation,dailydialog-validation-387,validation-387,system,I see. Thanks anyway.,happiness
validation,dailydialog-validation-387,validation-387,user,No problem.,happiness
validation,dailydialog-validation-388,validation-388,user,I'd like to open a savings account. Can you tell me how to do it?,no emotion
validation,dailydialog-validation-388,validation-388,system,"Ok, you have to fill out the form. And I let me see three identification cards or documents.",no emotion
validation,dailydialog-validation-388,validation-388,user,"I have the driver's license, a membership card and my passport. Would we do?",no emotion
validation,dailydialog-validation-388,validation-388,system,Let me see them. Yes. There're ok.,no emotion
validation,dailydialog-validation-388,validation-388,user,What ‘ s the minimum amount I can deposit in an account?,no emotion
validation,dailydialog-validation-388,validation-388,system,You can deposit and ensure amount of ten dollars.,no emotion
validation,dailydialog-validation-388,validation-388,user,Thank you.,happiness
validation,dailydialog-validation-389,validation-389,user,We are willing to participate in the bid which you advertised in China Daily. Would you please tell me the detail of the tender conditions?,no emotion
validation,dailydialog-validation-389,validation-389,system,You will receive the tender notice next month and you'll find the information.,no emotion
validation,dailydialog-validation-389,validation-389,user,OK! Our company is very interested in the tender. I am sure that we will do our best to win the bidding in building the factory.,no emotion
validation,dailydialog-validation-389,validation-389,system,"I believe your corporation will try your best and I understand fully your feeling, if your tender conditions proved be suitable for our general conditions of tender, we will accept your submission of tender.",no emotion
validation,dailydialog-validation-389,validation-389,user,Maybe I have asking too many questions today.,no emotion
validation,dailydialog-validation-389,validation-389,system,That's all right. You can contact me later if you have other questions after you read the tender notice.,no emotion
validation,dailydialog-validation-389,validation-389,user,"Fine, thanks a lot. Bye!",happiness
validation,dailydialog-validation-389,validation-389,system,Bye!,no emotion
validation,dailydialog-validation-390,validation-390,user,"Good morning, Mr Zhang, I wonder whether you have got an answer from your superior.",no emotion
validation,dailydialog-validation-390,validation-390,system,"Yes, we had a meting about it yesterday afternoon.",no emotion
validation,dailydialog-validation-390,validation-390,user,What's the answer?,no emotion
validation,dailydialog-validation-390,validation-390,system,"We decided that we could agree to your price, but we are a bit worried about the slow delivery.",no emotion
validation,dailydialog-validation-390,validation-390,user,"Let me see. I quoted your delivery in three months, didn't I?",no emotion
validation,dailydialog-validation-390,validation-390,system,"Yes, but we hope that the wool could reach us as soon as possible.",no emotion
validation,dailydialog-validation-390,validation-390,user,"I thought you would be worried about it. So I rang Auckland last night. As you are our biggest customer, they agreed to ship the order on the first vessel available that will leave Auckland next month.",no emotion
validation,dailydialog-validation-390,validation-390,system,"Good, if you agree we'll draft the agreement right away and sign it then.",no emotion
validation,dailydialog-validation-390,validation-390,user,By all means.,no emotion
validation,dailydialog-validation-391,validation-391,user,Be careful. The floor is wet.,no emotion
validation,dailydialog-validation-391,validation-391,system,What happened?,no emotion
